gene,rho_vs_stage,p,q,is_signature
ARSD,-0.07903439434909515,0.6058069251654438,0.9506028705576499,False
AC103563.9,-0.0790702722984335,0.6056428038111544,0.9506028705576499,False
AC021087.1,-0.07900864253061125,0.605924737028012,0.9506028705576499,False
AC007349.1,0.07905379568649057,0.6057181726200915,0.9506028705576499,False
AL356488.3,-0.0791078041638651,0.6054711372818625,0.9506028705576499,False
AHSA1,-0.07910964201801518,0.6054627316837665,0.9506028705576499,False
AP003392.5,0.07900800386106503,0.6059276589997412,0.9506028705576499,False
LINC00852,0.07901577077274045,0.6058921250795747,0.9506028705576499,False
AC006116.5,0.07907814149847962,0.6056068092337755,0.9506028705576499,False
Z98886.1,0.07905086642038918,0.6057315723581718,0.9506028705576499,False
AL365258.1,0.07908527554955462,0.6055741781064429,0.9506028705576499,False
AL592043.1,0.07900864253061125,0.605924737028012,0.9506028705576499,False
EPCAM-DT,0.0790350278950851,0.6058040268838069,0.9506028705576499,False
CR382287.2,-0.07897940418330104,0.6060585113823899,0.9506595930887206,False
AC018628.2,0.07898021405121558,0.606054805818087,0.9506595930887206,False
AC127526.2,-0.07898399394206185,0.6060375109930969,0.9506595930887206,False
AC090515.2,0.07897007063699668,0.6061012178866715,0.9506770678138059,False
CNKSR3,-0.0789617524425243,0.6061392796492194,0.9506872557647922,True
EID2,-0.0789548418424052,0.6061709014328213,0.9506873425221204,False
RHEX,0.0789411310563022,0.6062336418700242,0.9507362316288022,False
SPDYE9P,0.0789333271088334,0.6062693539165335,0.9507427301173778,False
AC093248.1,0.07890470589254267,0.6064003367083222,0.9507501140426122,False
AC016743.1,0.07890470589254267,0.6064003367083222,0.9507501140426122,False
AP002954.2,0.07890470589254267,0.6064003367083222,0.9507501140426122,False
LATS2-AS1,0.07891106319973305,0.60637124192716,0.9507501140426122,False
FHOD1,0.07889643093055686,0.6064382087089933,0.9507599964439747,False
RTCA,-0.07888911053595345,0.6064717127935633,0.9507630302536956,False
AJ003147.2,0.0788816991924948,0.6065056339473353,0.9507667175511085,False
AC233280.1,0.07885696619507959,0.6066188409109569,0.950868488010369,False
AC021683.2,0.07885372009294815,0.6066336995262221,0.950868488010369,False
NIPSNAP3A,-0.0788424420914913,0.6066853243478506,0.9508999174282704,False
CDH22,0.07882628839509767,0.6067592708625394,0.9509378098962151,False
MARK2,-0.07881646862938259,0.6068042245437947,0.9509378098962151,False
AP000695.2,-0.07881669908874508,0.6068031695126922,0.9509378098962151,False
C16orf86,-0.07880849366475476,0.6068407340085348,0.9509455427511859,False
CENPBD1,-0.07879957317073076,0.6068815732376299,0.9509600593755307,False
LPCAT2,0.07878397360437014,0.6069529930103861,0.9510224905308672,False
ASPRV1,0.07874323587087557,0.6071395203772518,0.9511168236775913,False
AC012640.1,-0.07875647841324783,0.6070788835501654,0.9511168236775913,False
AC005021.1,-0.07874937327737781,0.6071114172274394,0.9511168236775913,False
AC125603.2,-0.07874937327737781,0.6071114172274394,0.9511168236775913,False
AC087623.2,-0.07873219398291165,0.6071900825309211,0.9511438571021357,False
CD72,-0.07872567376652012,0.6072199402497845,0.9511438571021357,False
