signature_set,gene,program,mean_slope_trend_rho,q_trend,level_rho_central,level_q_central,level_rho_portal,level_q_portal
paper2_full,ARSA,other,-0.2108140025919998,1.1228049697606182e-05,-0.2678634399350345,0.4646321187120026,-0.0674116892977576,0.9803011603106548
paper2_full,CEPT1,other,-0.2074918419751445,0.0002313247836509,-0.158279793186334,0.756812232833789,-0.0120585564907626,1.0
paper2_full,STX17,other,-0.2073200060811693,2.277579509399354e-05,-0.3989204940744411,0.1836084248033571,-0.3032073180267676,0.365186009608161
paper2_full,NFE2L2,other,-0.2071972661569012,1.6821232597758855e-06,0.0734251994649952,0.9741726633655466,0.355218923131503,0.2588454829561645
paper2_full,BCO2,other,-0.2066809913504487,4.013874661678944e-06,0.2132794237289814,0.5995910664598914,0.2085549137649376,0.5997997369434467
paper2_full,NDRG2,other,-0.2064930458414132,5.137249034084304e-07,-0.1244764938099966,0.8369428577018009,0.0316718712648947,1.0
paper2_full,MAT1A,other,-0.2054378660549713,0.0013007326038808,-0.4321696410019861,0.1277483277349753,-0.2755307516232702,0.4297094127848811
paper2_full,ABAT,other,-0.204084658389916,0.0008199682400208,-0.2255400466585136,0.5650768545775454,-0.3067667714487397,0.3577375092965834
paper2_full,CTPS1,other,-0.20408304742841,2.806709932510536e-07,-0.0933746876215222,0.922681350540995,-0.0539002946755777,1.0
paper2_full,RRBP1,other,-0.2038924936959839,7.105805763281774e-05,0.2103008543167222,0.6075405679502336,0.1807330635482985,0.676364598472737
paper2_full,AQP7,other,-0.2037895595322227,4.0055479401457336e-06,-0.1379146906932127,0.8025519445295146,-0.1545093352762181,0.7514230990477417
paper2_full,CENPV,other,-0.2032174241125096,0.0017987723130944,-0.0304783846835829,1.0,0.1932274714784863,0.6427465177104553
paper2_full,GAA,other,-0.2023417219605201,6.6915849319564375e-06,-0.3186376580556397,0.3498704861857724,-0.3361867436099378,0.2946055438520777
paper2_full,RBM47,other,-0.202049721105723,4.554613175920883e-07,0.0380979808544786,1.0,0.0570965385646955,1.0
paper2_full,CPB2,other,-0.2015752197166777,1.068366612623193e-07,0.0579089308988075,1.0,0.0794702457885203,0.9499077638754942
paper2_full,ZCCHC9,other,-0.2009916122983611,0.0006014482934959,-0.0076195961708957,1.0,0.0469993135513461,1.0
paper2_full,OS9,other,-0.2009191190305903,5.63384936889641e-06,-0.2311508402025368,0.5502598695618275,-0.1613376744938789,0.7331158908489267
paper2_full,ZC3H7B,other,-0.2006756848474586,2.348566209983547e-05,0.1318882828125952,0.8180830172013086,0.0178699090164314,1.0
paper2_full,KLHDC2,other,-0.1991909966877707,8.19809321862922e-05,-0.4084796238161103,0.1661771989291861,-0.2817053136817932,0.4133651613207052
paper2_full,TTC36,other,-0.197890511399276,3.016449645965606e-05,-0.2062832490629771,0.618334375651213,-0.3393103455924848,0.2904404042070834
