donor,stage,gene,nCells,raw_mean,det1,det2,dm_mean,dm_det1
68,NASH with cirrhosis,CYP1A2,518,0.5811,0.2703,0.112,0.1538,0.0507
68,NASH with cirrhosis,ADH4,518,5.6544,0.8861,0.6988,1.5529,0.6786
68,NASH with cirrhosis,AKR1D1,518,0.9479,0.4131,0.1815,0.259,0.0867
68,NASH with cirrhosis,SLCO1B3,518,8.7896,0.7838,0.6004,2.0122,0.6047
68,NASH with cirrhosis,ASS1,518,1.1255,0.5116,0.2645,0.3732,0.148
68,NASH with cirrhosis,CPS1,518,8.3571,0.9324,0.8012,2.333,0.814
68,NASH with cirrhosis,PCK1,518,0.4961,0.2761,0.1081,0.1586,0.0592
68,NASH with cirrhosis,ALDOB,518,1.7355,0.6216,0.3629,0.5196,0.2474
68,NASH with cirrhosis,HAL,518,0.2259,0.1351,0.0386,0.0772,0.0338
68,NASH with cirrhosis,ARG1,518,1.1757,0.5405,0.2664,0.3716,0.148
68,NASH with cirrhosis,ALB,518,18.7954,0.9961,0.9846,5.769,0.9852
68,NASH with cirrhosis,ACTB,518,0.2201,0.1776,0.0405,0.0788,0.0211
68,NASH with cirrhosis,GAPDH,518,0.1197,0.1042,0.0116,0.0513,0.019
68,NASH with cirrhosis,stress_mod,518,0.3591,0.2664,0.0637,0.1342,0.0359
7,NASH w/o cirrhosis,FOS,2096,0.0005,0.0005,0.0,0.0,0.0
7,NASH w/o cirrhosis,JUN,2096,0.0611,0.0549,0.0048,0.0158,0.002
7,NASH w/o cirrhosis,JUNB,2096,0.0105,0.01,0.0005,0.0027,0.0
7,NASH w/o cirrhosis,JUND,2096,0.0725,0.0644,0.0081,0.0213,0.0046
7,NASH w/o cirrhosis,ATF3,2096,0.0248,0.0229,0.0019,0.0048,0.001
7,NASH w/o cirrhosis,DUSP1,2096,0.1145,0.1002,0.0134,0.0245,0.002
7,NASH w/o cirrhosis,HSPA1A,2096,0.0477,0.0429,0.0038,0.0108,0.001
7,NASH w/o cirrhosis,HSPA1B,2096,0.0105,0.0105,0.0,0.0038,0.0015
7,NASH w/o cirrhosis,GLUL,2096,0.6689,0.2648,0.1131,0.125,0.0432
7,NASH w/o cirrhosis,CYP3A4,2096,3.801,0.5878,0.4046,0.7149,0.2724
7,NASH w/o cirrhosis,CYP2E1,2096,12.3497,0.9513,0.8678,2.56,0.7459
7,NASH w/o cirrhosis,CYP1A2,2096,0.4051,0.2567,0.0802,0.0944,0.0234
7,NASH w/o cirrhosis,ADH4,2096,9.6651,0.9404,0.8535,1.8006,0.7317
7,NASH w/o cirrhosis,AKR1D1,2096,3.3583,0.7796,0.5916,0.643,0.2932
7,NASH w/o cirrhosis,SLCO1B3,2096,11.6698,0.7643,0.5988,2.1015,0.4929
7,NASH w/o cirrhosis,ASS1,2096,1.0391,0.5105,0.2366,0.2191,0.0691
7,NASH w/o cirrhosis,CPS1,2096,11.5095,0.9523,0.8764,2.1832,0.7749
7,NASH w/o cirrhosis,PCK1,2096,3.5601,0.7667,0.5615,0.6946,0.3023
7,NASH w/o cirrhosis,ALDOB,2096,8.8884,0.9685,0.8993,1.8647,0.7292
7,NASH w/o cirrhosis,HAL,2096,0.4399,0.2094,0.0945,0.0804,0.0208
7,NASH w/o cirrhosis,ARG1,2096,3.1665,0.8192,0.6336,0.6184,0.2846
7,NASH w/o cirrhosis,ALB,2096,46.9132,1.0,0.9995,11.515,0.9954
7,NASH w/o cirrhosis,ACTB,2096,0.1923,0.1598,0.0234,0.057,0.0168
7,NASH w/o cirrhosis,GAPDH,2096,0.3535,0.2715,0.0606,0.0951,0.0269
7,NASH w/o cirrhosis,stress_mod,2096,0.3421,0.261,0.0606,0.0828,0.0147
70,NASH w/o cirrhosis,FOS,243,0.0041,0.0041,0.0,0.0,0.0
70,NASH w/o cirrhosis,JUN,243,0.1358,0.1029,0.0247,0.0195,0.0041
70,NASH w/o cirrhosis,JUNB,243,0.0494,0.0453,0.0041,0.0113,0.0041
70,NASH w/o cirrhosis,JUND,243,0.3086,0.2469,0.0535,0.0484,0.0041
70,NASH w/o cirrhosis,ATF3,243,0.037,0.0329,0.0041,0.0062,0.0
70,NASH w/o cirrhosis,DUSP1,243,0.0576,0.0535,0.0041,0.0093,0.0
70,NASH w/o cirrhosis,HSPA1A,243,0.0206,0.0165,0.0041,0.0021,0.0
70,NASH w/o cirrhosis,HSPA1B,243,0.0082,0.0082,0.0,0.001,0.0
70,NASH w/o cirrhosis,GLUL,243,1.8519,0.3745,0.214,0.2222,0.0782
70,NASH w/o cirrhosis,CYP3A4,243,10.8601,0.786,0.6502,1.464,0.4239
70,NASH w/o cirrhosis,CYP2E1,243,15.5802,0.9794,0.9259,2.4506,0.7243
70,NASH w/o cirrhosis,CYP1A2,243,1.0082,0.4074,0.177,0.143,0.0412
70,NASH w/o cirrhosis,ADH4,243,23.1975,0.9959,0.9794,2.8776,0.8724
70,NASH w/o cirrhosis,AKR1D1,243,4.251,0.7942,0.6132,0.5298,0.2058
70,NASH w/o cirrhosis,SLCO1B3,243,22.3704,0.8807,0.749,2.6481,0.5844
70,NASH w/o cirrhosis,ASS1,243,3.5432,0.8107,0.6337,0.5638,0.1893
70,NASH w/o cirrhosis,CPS1,243,22.5802,0.9835,0.963,2.7366,0.8642
70,NASH w/o cirrhosis,PCK1,243,5.7778,0.8025,0.6626,0.8447,0.3539
70,NASH w/o cirrhosis,ALDOB,243,6.9588,0.9136,0.786,0.9239,0.4362
70,NASH w/o cirrhosis,HAL,243,0.7778,0.2058,0.144,0.0957,0.0453
70,NASH w/o cirrhosis,ARG1,243,3.1193,0.8066,0.6008,0.4115,0.1605
70,NASH w/o cirrhosis,ALB,243,59.3827,1.0,1.0,8.0833,0.9753
70,NASH w/o cirrhosis,ACTB,243,0.2016,0.1811,0.0123,0.0319,0.0041
70,NASH w/o cirrhosis,GAPDH,243,0.1975,0.1481,0.0329,0.0288,0.0082
70,NASH w/o cirrhosis,stress_mod,243,0.6214,0.3992,0.1523,0.1008,0.0206
71,NASH w/o cirrhosis,FOS,137,0.0073,0.0073,0.0,0.0,0.0
71,NASH w/o cirrhosis,JUN,137,0.0146,0.0146,0.0,0.0177,0.0101
71,NASH w/o cirrhosis,JUNB,137,0.0292,0.0292,0.0,0.0202,0.0101
71,NASH w/o cirrhosis,JUND,137,0.146,0.1314,0.0146,0.1086,0.0404
71,NASH w/o cirrhosis,ATF3,137,0.0438,0.0438,0.0,0.0303,0.0101
71,NASH w/o cirrhosis,DUSP1,137,0.0657,0.0657,0.0,0.0278,0.0
71,NASH w/o cirrhosis,HSPA1A,137,0.0,0.0,0.0,0.0,0.0
71,NASH w/o cirrhosis,HSPA1B,137,0.0,0.0,0.0,0.0,0.0
71,NASH w/o cirrhosis,GLUL,137,0.3723,0.1971,0.0803,0.2222,0.1313
71,NASH w/o cirrhosis,CYP3A4,137,1.1825,0.4745,0.2117,0.7146,0.2828
71,NASH w/o cirrhosis,CYP2E1,137,10.4307,1.0,0.9781,6.8182,0.9899
71,NASH w/o cirrhosis,CYP1A2,137,0.1241,0.1095,0.0146,0.0808,0.0202
71,NASH w/o cirrhosis,ADH4,137,3.2847,0.8978,0.7226,2.1667,0.8384
71,NASH w/o cirrhosis,AKR1D1,137,0.3796,0.2555,0.0949,0.2677,0.1515
71,NASH w/o cirrhosis,SLCO1B3,137,1.708,0.4891,0.2847,0.904,0.3333
71,NASH w/o cirrhosis,ASS1,137,0.6642,0.4234,0.1022,0.3763,0.1111
71,NASH w/o cirrhosis,CPS1,137,1.6277,0.7518,0.3723,0.9672,0.4646
71,NASH w/o cirrhosis,PCK1,137,0.6058,0.3796,0.1022,0.447,0.202
71,NASH w/o cirrhosis,ALDOB,137,0.7007,0.4526,0.1606,0.4899,0.2121
71,NASH w/o cirrhosis,HAL,137,0.1825,0.1168,0.0511,0.1389,0.0808
71,NASH w/o cirrhosis,ARG1,137,0.5401,0.4088,0.0949,0.3207,0.1515
71,NASH w/o cirrhosis,ALB,137,4.7956,0.9343,0.8686,3.1793,0.9394
71,NASH w/o cirrhosis,ACTB,137,0.1825,0.1679,0.0146,0.1364,0.0303
71,NASH w/o cirrhosis,GAPDH,137,0.0949,0.0803,0.0146,0.0657,0.0303
71,NASH w/o cirrhosis,stress_mod,137,0.3066,0.2774,0.0292,0.2096,0.0909
72,NASH w/o cirrhosis,FOS,676,0.0178,0.0163,0.0015,0.002,0.0
72,NASH w/o cirrhosis,JUN,676,0.1509,0.1124,0.0281,0.0286,0.0063
72,NASH w/o cirrhosis,JUNB,676,0.0533,0.0429,0.0104,0.0067,0.0016
72,NASH w/o cirrhosis,JUND,676,0.2012,0.1746,0.0207,0.0404,0.0094
72,NASH w/o cirrhosis,ATF3,676,0.0814,0.0754,0.0059,0.0172,0.0031
72,NASH w/o cirrhosis,DUSP1,676,0.1243,0.108,0.0133,0.0243,0.0031
72,NASH w/o cirrhosis,HSPA1A,676,0.0533,0.0429,0.0104,0.0078,0.0016
72,NASH w/o cirrhosis,HSPA1B,676,0.0192,0.0192,0.0,0.0031,0.0
72,NASH w/o cirrhosis,GLUL,676,0.7219,0.2633,0.108,0.0933,0.0313
72,NASH w/o cirrhosis,CYP3A4,676,2.8624,0.3831,0.2663,0.3425,0.1426
72,NASH w/o cirrhosis,CYP2E1,676,14.4512,0.8817,0.7855,1.9369,0.6646
72,NASH w/o cirrhosis,CYP1A2,676,0.7308,0.2885,0.145,0.0948,0.0204
72,NASH w/o cirrhosis,ADH4,676,22.071,0.9645,0.8846,2.54,0.8245
72,NASH w/o cirrhosis,AKR1D1,676,3.429,0.7056,0.5281,0.4005,0.1379
72,NASH w/o cirrhosis,SLCO1B3,676,17.7204,0.7589,0.6376,1.9992,0.5219
72,NASH w/o cirrhosis,ASS1,676,1.932,0.6509,0.4172,0.3107,0.0909
72,NASH w/o cirrhosis,CPS1,676,20.3107,0.9556,0.9112,2.5078,0.8574
72,NASH w/o cirrhosis,PCK1,676,1.0,0.3713,0.1923,0.154,0.0486
72,NASH w/o cirrhosis,ALDOB,676,5.5059,0.8565,0.6524,0.6928,0.3041
72,NASH w/o cirrhosis,HAL,676,1.1583,0.3136,0.2041,0.1705,0.0674
72,NASH w/o cirrhosis,ARG1,676,3.4778,0.7293,0.5725,0.4189,0.1646
72,NASH w/o cirrhosis,ALB,676,76.747,0.9985,0.997,11.0509,0.9906
72,NASH w/o cirrhosis,ACTB,676,0.2589,0.2027,0.037,0.0549,0.0157
72,NASH w/o cirrhosis,GAPDH,676,0.2678,0.2101,0.0414,0.0451,0.0047
72,NASH w/o cirrhosis,stress_mod,676,0.7012,0.4068,0.1598,0.1324,0.0361
73,NASH w/o cirrhosis,FOS,1071,0.0019,0.0019,0.0,0.0,0.0
73,NASH w/o cirrhosis,JUN,1071,0.0364,0.0308,0.0037,0.0036,0.0
73,NASH w/o cirrhosis,JUNB,1071,0.0233,0.0224,0.0009,0.0041,0.0
73,NASH w/o cirrhosis,JUND,1071,0.0598,0.0588,0.0009,0.0118,0.001
73,NASH w/o cirrhosis,ATF3,1071,0.0355,0.0345,0.0009,0.0072,0.0
73,NASH w/o cirrhosis,DUSP1,1071,0.0915,0.0803,0.0084,0.0147,0.0
73,NASH w/o cirrhosis,HSPA1A,1071,0.014,0.0131,0.0009,0.001,0.0
73,NASH w/o cirrhosis,HSPA1B,1071,0.0065,0.0065,0.0,0.0012,0.0
73,NASH w/o cirrhosis,GLUL,1071,0.6816,0.2754,0.1167,0.1056,0.0251
73,NASH w/o cirrhosis,CYP3A4,1071,6.3025,0.7302,0.6004,1.0251,0.4137
73,NASH w/o cirrhosis,CYP2E1,1071,8.9841,0.943,0.8431,1.6054,0.6692
73,NASH w/o cirrhosis,CYP1A2,1071,0.6415,0.3268,0.1373,0.1066,0.0193
73,NASH w/o cirrhosis,ADH4,1071,20.1634,0.9841,0.9514,3.3211,0.9277
73,NASH w/o cirrhosis,AKR1D1,1071,3.2484,0.7507,0.5621,0.5125,0.2131
73,NASH w/o cirrhosis,SLCO1B3,1071,30.324,0.915,0.8329,5.0219,0.7792
73,NASH w/o cirrhosis,ASS1,1071,1.7302,0.5752,0.3287,0.3276,0.1205
73,NASH w/o cirrhosis,CPS1,1071,20.1541,0.9869,0.958,3.3814,0.9151
73,NASH w/o cirrhosis,PCK1,1071,1.0065,0.3903,0.2007,0.1953,0.0675
73,NASH w/o cirrhosis,ALDOB,1071,5.3231,0.8655,0.7068,0.8727,0.4156
73,NASH w/o cirrhosis,HAL,1071,1.4416,0.3763,0.24,0.2539,0.1051
73,NASH w/o cirrhosis,ARG1,1071,3.0747,0.8217,0.62,0.5277,0.2122
73,NASH w/o cirrhosis,ALB,1071,44.7526,0.9991,0.9972,8.2469,0.9913
73,NASH w/o cirrhosis,ACTB,1071,0.1167,0.1046,0.0121,0.0268,0.0048
73,NASH w/o cirrhosis,GAPDH,1071,0.1176,0.0962,0.0177,0.0256,0.0019
73,NASH w/o cirrhosis,stress_mod,1071,0.2689,0.2035,0.0486,0.0444,0.001
75,NASH with cirrhosis,FOS,444,0.0,0.0,0.0,0.0,0.0
75,NASH with cirrhosis,JUN,444,0.1014,0.0721,0.0158,0.0243,0.0024
75,NASH with cirrhosis,JUNB,444,0.045,0.036,0.0045,0.0053,0.0
75,NASH with cirrhosis,JUND,444,0.1261,0.1171,0.0068,0.0219,0.0
75,NASH with cirrhosis,ATF3,444,0.0315,0.0293,0.0023,0.0041,0.0
75,NASH with cirrhosis,DUSP1,444,0.0608,0.0518,0.0068,0.0124,0.0024
75,NASH with cirrhosis,HSPA1A,444,0.018,0.018,0.0,0.0018,0.0
75,NASH with cirrhosis,HSPA1B,444,0.0135,0.0113,0.0023,0.0024,0.0
75,NASH with cirrhosis,GLUL,444,0.5225,0.2477,0.0946,0.0871,0.0237
75,NASH with cirrhosis,CYP3A4,444,5.7365,0.6599,0.4369,0.779,0.2678
75,NASH with cirrhosis,CYP2E1,444,15.705,0.9482,0.8806,2.2607,0.7322
75,NASH with cirrhosis,CYP1A2,444,0.518,0.214,0.1036,0.0746,0.0237
75,NASH with cirrhosis,ADH4,444,22.0,0.9707,0.9122,2.5041,0.8531
75,NASH with cirrhosis,AKR1D1,444,4.9189,0.8063,0.6306,0.6084,0.2725
75,NASH with cirrhosis,SLCO1B3,444,12.6081,0.7297,0.5811,1.5859,0.4242
75,NASH with cirrhosis,ASS1,444,4.5473,0.8649,0.6554,0.7103,0.2441
75,NASH with cirrhosis,CPS1,444,27.8041,0.9797,0.9505,3.33,0.9123
75,NASH with cirrhosis,PCK1,444,1.964,0.5225,0.3176,0.3015,0.1137
75,NASH with cirrhosis,ALDOB,444,9.7545,0.9009,0.8176,1.1511,0.5545
75,NASH with cirrhosis,HAL,444,1.205,0.3063,0.1622,0.1836,0.0687
75,NASH with cirrhosis,ARG1,444,3.3964,0.777,0.6014,0.42,0.154
75,NASH with cirrhosis,ALB,444,57.7973,0.9977,0.9977,7.6428,0.9976
75,NASH with cirrhosis,ACTB,444,0.2905,0.223,0.0563,0.0622,0.0166
75,NASH with cirrhosis,GAPDH,444,0.2162,0.1599,0.0405,0.0296,0.0024
75,NASH with cirrhosis,stress_mod,444,0.3964,0.2815,0.0721,0.0741,0.0071
76,NASH w/o cirrhosis,FOS,718,0.0014,0.0014,0.0,0.0,0.0
76,NASH w/o cirrhosis,JUN,718,0.1114,0.0891,0.0139,0.0112,0.0
76,NASH w/o cirrhosis,JUNB,718,0.0669,0.0571,0.0097,0.0086,0.0
76,NASH w/o cirrhosis,JUND,718,0.1532,0.1295,0.0181,0.018,0.0
76,NASH w/o cirrhosis,ATF3,718,0.0571,0.0515,0.0056,0.0076,0.0
76,NASH w/o cirrhosis,DUSP1,718,0.0474,0.0432,0.0028,0.0061,0.0
76,NASH w/o cirrhosis,HSPA1A,718,0.0362,0.032,0.0028,0.0022,0.0
76,NASH w/o cirrhosis,HSPA1B,718,0.0139,0.0111,0.0014,0.0007,0.0
76,NASH w/o cirrhosis,GLUL,718,0.6518,0.2702,0.0975,0.0789,0.0216
76,NASH w/o cirrhosis,CYP3A4,718,2.227,0.3942,0.2535,0.2439,0.0836
76,NASH w/o cirrhosis,CYP2E1,718,24.7981,0.9875,0.9457,2.8386,0.8357
76,NASH w/o cirrhosis,CYP1A2,718,1.0376,0.3677,0.2033,0.1131,0.0288
76,NASH w/o cirrhosis,ADH4,718,32.8496,0.9861,0.9624,3.1171,0.9092
76,NASH w/o cirrhosis,AKR1D1,718,5.8064,0.8482,0.6992,0.5915,0.2421
76,NASH w/o cirrhosis,SLCO1B3,718,17.3008,0.8203,0.663,1.6412,0.4726
76,NASH w/o cirrhosis,ASS1,718,3.7716,0.8203,0.6226,0.4589,0.1542
76,NASH w/o cirrhosis,CPS1,718,27.7312,0.9819,0.9526,2.7133,0.889
76,NASH w/o cirrhosis,PCK1,718,0.3217,0.1755,0.0641,0.0378,0.0043
76,NASH w/o cirrhosis,ALDOB,718,9.7145,0.9415,0.8496,1.0159,0.4827
76,NASH w/o cirrhosis,HAL,718,1.5223,0.3719,0.2214,0.1808,0.0648
76,NASH w/o cirrhosis,ARG1,718,3.5975,0.8092,0.6448,0.3786,0.1282
76,NASH w/o cirrhosis,ALB,718,54.7368,0.9972,0.9916,5.7896,0.9755
76,NASH w/o cirrhosis,ACTB,718,0.2354,0.2033,0.0292,0.0378,0.0029
76,NASH w/o cirrhosis,GAPDH,718,0.3552,0.2632,0.0669,0.0486,0.0043
76,NASH w/o cirrhosis,stress_mod,718,0.4875,0.3231,0.0975,0.0569,0.0014
77,NASH w/o cirrhosis,FOS,762,0.0026,0.0026,0.0,0.0007,0.0
77,NASH w/o cirrhosis,JUN,762,0.0367,0.0315,0.0052,0.0095,0.0
77,NASH w/o cirrhosis,JUNB,762,0.0262,0.0236,0.0026,0.0032,0.0
77,NASH w/o cirrhosis,JUND,762,0.0761,0.0709,0.0052,0.0123,0.0042
77,NASH w/o cirrhosis,ATF3,762,0.0538,0.0512,0.0026,0.0112,0.0014
77,NASH w/o cirrhosis,DUSP1,762,0.0512,0.0446,0.0052,0.0077,0.0014
77,NASH w/o cirrhosis,HSPA1A,762,0.0157,0.0131,0.0013,0.0014,0.0
77,NASH w/o cirrhosis,HSPA1B,762,0.0105,0.0105,0.0,0.0018,0.0
77,NASH w/o cirrhosis,GLUL,762,1.2126,0.3648,0.1575,0.197,0.0632
77,NASH w/o cirrhosis,CYP3A4,762,3.2782,0.6168,0.4094,0.4965,0.2107
77,NASH w/o cirrhosis,CYP2E1,762,14.8832,0.9633,0.899,2.5305,0.7556
77,NASH w/o cirrhosis,CYP1A2,762,0.5958,0.2507,0.126,0.1057,0.0351
77,NASH w/o cirrhosis,ADH4,762,17.4908,0.9764,0.937,2.5625,0.875
77,NASH w/o cirrhosis,AKR1D1,762,3.2835,0.7244,0.5381,0.4695,0.2008
77,NASH w/o cirrhosis,SLCO1B3,762,18.8202,0.895,0.7677,2.889,0.6306
77,NASH w/o cirrhosis,ASS1,762,3.4186,0.7415,0.5407,0.5428,0.2219
77,NASH w/o cirrhosis,CPS1,762,17.8018,0.9685,0.9094,2.5105,0.8329
77,NASH w/o cirrhosis,PCK1,762,3.4869,0.7625,0.5656,0.56,0.2416
77,NASH w/o cirrhosis,ALDOB,762,8.185,0.8976,0.7664,1.1461,0.5449
77,NASH w/o cirrhosis,HAL,762,1.1207,0.336,0.1745,0.1598,0.0534
77,NASH w/o cirrhosis,ARG1,762,2.5157,0.7139,0.4633,0.3574,0.1152
77,NASH w/o cirrhosis,ALB,762,39.8412,0.9974,0.9948,6.1629,0.9874
77,NASH w/o cirrhosis,ACTB,762,0.164,0.143,0.0197,0.0355,0.0112
77,NASH w/o cirrhosis,GAPDH,762,0.126,0.1089,0.0144,0.0183,0.0
77,NASH w/o cirrhosis,stress_mod,762,0.273,0.2113,0.0472,0.0492,0.0084
78,NAFLD,FOS,1121,0.0,0.0,0.0,0.0,0.0
78,NAFLD,JUN,1121,0.0161,0.0161,0.0,0.0041,0.0
78,NAFLD,JUNB,1121,0.0089,0.0089,0.0,0.0025,0.0
78,NAFLD,JUND,1121,0.041,0.0375,0.0036,0.01,0.0018
78,NAFLD,ATF3,1121,0.0277,0.025,0.0027,0.0095,0.0036
78,NAFLD,DUSP1,1121,0.0312,0.0294,0.0018,0.0082,0.0009
78,NAFLD,HSPA1A,1121,0.0116,0.0107,0.0009,0.0018,0.0
78,NAFLD,HSPA1B,1121,0.0036,0.0036,0.0,0.0007,0.0
78,NAFLD,GLUL,1121,0.4585,0.1909,0.0616,0.0981,0.0326
78,NAFLD,CYP3A4,1121,2.7467,0.6137,0.3854,0.6523,0.2656
78,NAFLD,CYP2E1,1121,9.3988,0.9322,0.835,2.318,0.6927
78,NAFLD,CYP1A2,1121,0.6673,0.2569,0.1222,0.1575,0.0553
78,NAFLD,ADH4,1121,10.4014,0.9688,0.9037,2.1879,0.8205
78,NAFLD,AKR1D1,1121,2.8171,0.7475,0.5156,0.6047,0.2511
78,NAFLD,SLCO1B3,1121,7.9126,0.7797,0.5709,1.7155,0.4379
78,NAFLD,ASS1,1121,2.2453,0.6789,0.4282,0.5338,0.2121
78,NAFLD,CPS1,1121,9.8849,0.9777,0.9224,2.1945,0.8504
78,NAFLD,PCK1,1121,1.2435,0.512,0.2605,0.3012,0.116
78,NAFLD,ALDOB,1121,4.0517,0.8501,0.678,0.8996,0.417
78,NAFLD,HAL,1121,0.8707,0.372,0.1731,0.2124,0.0698
78,NAFLD,ARG1,1121,1.769,0.7074,0.4389,0.4123,0.1432
78,NAFLD,ALB,1121,29.3202,1.0,0.9982,6.5684,0.9937
78,NAFLD,ACTB,1121,0.0384,0.0357,0.0027,0.0111,0.0009
78,NAFLD,GAPDH,1121,0.0705,0.0669,0.0027,0.0129,0.0
78,NAFLD,stress_mod,1121,0.1401,0.1169,0.0205,0.0381,0.0073
8,NASH w/o cirrhosis,FOS,2876,0.0007,0.0007,0.0,0.0002,0.0
8,NASH w/o cirrhosis,JUN,2876,0.0435,0.0386,0.0035,0.0072,0.0004
8,NASH w/o cirrhosis,JUNB,2876,0.0195,0.0191,0.0003,0.0034,0.0
8,NASH w/o cirrhosis,JUND,2876,0.0643,0.0598,0.0045,0.0103,0.0
8,NASH w/o cirrhosis,ATF3,2876,0.0487,0.0414,0.0049,0.0074,0.0007
8,NASH w/o cirrhosis,DUSP1,2876,0.0942,0.0817,0.0097,0.0164,0.0014
8,NASH w/o cirrhosis,HSPA1A,2876,0.0205,0.0188,0.0017,0.0021,0.0
8,NASH w/o cirrhosis,HSPA1B,2876,0.0059,0.0056,0.0003,0.0012,0.0004
8,NASH w/o cirrhosis,GLUL,2876,0.5115,0.2497,0.096,0.0873,0.0228
8,NASH w/o cirrhosis,CYP3A4,2876,5.5633,0.7785,0.5991,0.8631,0.3391
8,NASH w/o cirrhosis,CYP2E1,2876,14.3418,0.9788,0.9458,2.4234,0.8166
8,NASH w/o cirrhosis,CYP1A2,2876,1.3752,0.5664,0.3265,0.2336,0.075
8,NASH w/o cirrhosis,ADH4,2876,18.7844,0.9892,0.9656,2.896,0.904
8,NASH w/o cirrhosis,AKR1D1,2876,2.4179,0.693,0.4781,0.3758,0.1351
8,NASH w/o cirrhosis,SLCO1B3,2876,19.9732,0.9329,0.8366,3.0465,0.6818
8,NASH w/o cirrhosis,ASS1,2876,3.4402,0.7837,0.5633,0.5968,0.2279
8,NASH w/o cirrhosis,CPS1,2876,28.9635,0.9962,0.9819,4.5962,0.9392
8,NASH w/o cirrhosis,PCK1,2876,3.0563,0.7364,0.5268,0.4995,0.2126
8,NASH w/o cirrhosis,ALDOB,2876,11.9079,0.9809,0.9332,1.9224,0.776
8,NASH w/o cirrhosis,HAL,2876,0.5132,0.2065,0.0991,0.0932,0.0348
8,NASH w/o cirrhosis,ARG1,2876,2.4398,0.7858,0.5501,0.3964,0.1365
8,NASH w/o cirrhosis,ALB,2876,46.009,0.9997,0.9997,8.3666,0.9961
8,NASH w/o cirrhosis,ACTB,2876,0.1909,0.1572,0.0275,0.0414,0.0064
8,NASH w/o cirrhosis,GAPDH,2876,0.2243,0.1822,0.0355,0.0417,0.0039
8,NASH w/o cirrhosis,stress_mod,2876,0.2973,0.2298,0.0511,0.0489,0.0036
83,NASH w/o cirrhosis,FOS,225,0.0,0.0,0.0,0.0,0.0
83,NASH w/o cirrhosis,JUN,225,0.0533,0.0311,0.0133,0.0102,0.0
83,NASH w/o cirrhosis,JUNB,225,0.0356,0.0356,0.0,0.0102,0.0
83,NASH w/o cirrhosis,JUND,225,0.1378,0.1244,0.0133,0.0698,0.0174
83,NASH w/o cirrhosis,ATF3,225,0.0978,0.0889,0.0044,0.0305,0.0058
83,NASH w/o cirrhosis,DUSP1,225,0.0711,0.0667,0.0044,0.0233,0.0
83,NASH w/o cirrhosis,HSPA1A,225,0.0178,0.0178,0.0,0.0029,0.0
83,NASH w/o cirrhosis,HSPA1B,225,0.0,0.0,0.0,0.0,0.0
83,NASH w/o cirrhosis,GLUL,225,0.2,0.1511,0.04,0.0988,0.0291
83,NASH w/o cirrhosis,CYP3A4,225,2.0311,0.4444,0.2533,0.6352,0.2791
83,NASH w/o cirrhosis,CYP2E1,225,5.3733,0.8356,0.6711,1.7805,0.6221
83,NASH w/o cirrhosis,CYP1A2,225,0.2178,0.12,0.04,0.064,0.0291
83,NASH w/o cirrhosis,ADH4,225,6.0222,0.8356,0.6356,1.7747,0.7151
83,NASH w/o cirrhosis,AKR1D1,225,0.8533,0.3556,0.1778,0.2398,0.093
83,NASH w/o cirrhosis,SLCO1B3,225,7.6489,0.64,0.5111,2.5363,0.5174
83,NASH w/o cirrhosis,ASS1,225,2.8622,0.7111,0.4756,1.0029,0.4419
83,NASH w/o cirrhosis,CPS1,225,8.04,0.92,0.7467,2.7587,0.8314
83,NASH w/o cirrhosis,PCK1,225,1.2889,0.48,0.2578,0.4869,0.2035
83,NASH w/o cirrhosis,ALDOB,225,2.7867,0.6889,0.4533,0.9084,0.4419
83,NASH w/o cirrhosis,HAL,225,0.6089,0.2889,0.1467,0.2427,0.093
83,NASH w/o cirrhosis,ARG1,225,1.4222,0.5378,0.2578,0.4666,0.1919
83,NASH w/o cirrhosis,ALB,225,13.9244,0.9689,0.8933,4.8648,0.9244
83,NASH w/o cirrhosis,ACTB,225,0.2667,0.2267,0.04,0.1003,0.0291
83,NASH w/o cirrhosis,GAPDH,225,0.2133,0.1867,0.0267,0.109,0.0349
83,NASH w/o cirrhosis,stress_mod,225,0.4133,0.2622,0.0978,0.1439,0.0465
84,NAFLD,FOS,301,0.0,0.0,0.0,0.0,0.0
84,NAFLD,JUN,301,0.0266,0.0233,0.0033,0.0052,0.0
84,NAFLD,JUNB,301,0.0233,0.0233,0.0,0.0052,0.0
84,NAFLD,JUND,301,0.0365,0.0332,0.0033,0.0078,0.0035
84,NAFLD,ATF3,301,0.0432,0.0432,0.0,0.0104,0.0
84,NAFLD,DUSP1,301,0.1262,0.103,0.0166,0.0217,0.0
84,NAFLD,HSPA1A,301,0.0233,0.0233,0.0,0.0035,0.0
84,NAFLD,HSPA1B,301,0.0133,0.0133,0.0,0.0017,0.0
84,NAFLD,GLUL,301,0.3754,0.1595,0.0498,0.0738,0.0208
84,NAFLD,CYP3A4,301,2.1462,0.4718,0.3123,0.355,0.1493
84,NAFLD,CYP2E1,301,8.5681,0.9203,0.8239,1.6406,0.6562
84,NAFLD,CYP1A2,301,0.8405,0.3555,0.1761,0.1641,0.066
84,NAFLD,ADH4,301,17.8605,0.9601,0.9103,2.8993,0.8646
84,NAFLD,AKR1D1,301,2.6944,0.6977,0.5216,0.4479,0.1771
84,NAFLD,SLCO1B3,301,15.0233,0.6678,0.5349,2.5582,0.4549
